Nama File =file1.dat
Time Sampling =0.0005
340  0.1700 0.340000
341  0.1705 0.340000
342  0.1710 0.360000
343  0.1715 0.380000
344  0.1720 0.380000
345  0.1725 0.400000
346  0.1730 0.400000
347  0.1735 0.400000
348  0.1740 0.440000
349  0.1745 0.440000
350  0.1750 0.460000
351  0.1755 0.480000
352  0.1760 0.480000
353  0.1765 0.500000
354  0.1770 0.520000
355  0.1775 0.520000
356  0.1780 0.540000
357  0.1785 0.540000
358  0.1790 0.540000
359  0.1795 0.580000
360  0.1800 0.580000
361  0.1805 0.600000
362  0.1810 0.620000
363  0.1815 0.660000
364  0.1820 0.660000
365  0.1825 0.680000
366  0.1830 0.700000
367  0.1835 0.720000
368  0.1840 0.740000
369  0.1845 0.760000
370  0.1850 0.780000
371  0.1855 0.800000
372  0.1860 0.820000
373  0.1865 0.840000
374  0.1870 0.880000
375  0.1875 0.880000
376  0.1880 0.920000
377  0.1885 0.920000
378  0.1890 0.940000
379  0.1895 0.980000
380  0.1900 1.000000
381  0.1905 1.040000
382  0.1910 1.040000
383  0.1915 1.080000
384  0.1920 1.120000
385  0.1925 1.140000
386  0.1930 1.160000
387  0.1935 1.160000
388  0.1940 1.200000
389  0.1945 1.240000
390  0.1950 1.260000
391  0.1955 1.300000
392  0.1960 1.320000
393  0.1965 1.340000
394  0.1970 1.380000
395  0.1975 1.400000
396  0.1980 1.420000
397  0.1985 1.440000
398  0.1990 1.460000
399  0.1995 1.500000
400  0.2000 1.520000
401  0.2005 1.560000
402  0.2010 1.580000
403  0.2015 1.600000
404  0.2020 1.640000
405  0.2025 1.660000
406  0.2030 1.680000
407  0.2035 1.720000
408  0.2040 1.740000
409  0.2045 1.780000
410  0.2050 1.800000
411  0.2055 1.820000
412  0.2060 1.860000
413  0.2065 1.880000
414  0.2070 1.900000
415  0.2075 1.940000
416  0.2080 1.980000
417  0.2085 2.000000
418  0.2090 2.040000
419  0.2095 2.040000
420  0.2100 2.100000
421  0.2105 2.120000
422  0.2110 2.160000
423  0.2115 2.180000
424  0.2120 2.200000
425  0.2125 2.240000
426  0.2130 2.260000
427  0.2135 2.300000
428  0.2140 2.320000
429  0.2145 2.360000
430  0.2150 2.400000
431  0.2155 2.420000
432  0.2160 2.440000
433  0.2165 2.460000
434  0.2170 2.480000
435  0.2175 2.520000
436  0.2180 2.540000
437  0.2185 0.300000
438  0.2190 2.600000
